ID	Bike_Name	bike_model_year	Bike_Currency	Bike_Price	bike_power_cc	bike_power_watt	bike_type	bike_distance	condition
916	 Honda CD 110 Dream	2023	Rs. 	208900.0	110		Commuter	0 km	Used
917	 Honda CB Unicorn 150	2021	Rs. 	209000.0	150		Commuter	17,000 km	Brand new
918	 Honda CB Shine SP	2021	Rs. 	210000.0	124		Commuter	0 km	Like new
919	 Bajaj NS 200 FI ABS	2021	Rs. 	210000.0	200		Sports Naked	15,000 km	Like new
920	 KTM RC 390	2014	Rs. 	210000.0	373		Sports	30,000 km	Used
921	 Aprilia SR 150	2021	Rs. 	210000.0	150		Scooter	12,700 km	Used
922	 Bajaj Pulsar 150	2021	Rs. 	210000.0	150		Sports Naked	15,500 km	Used
923	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	210000.0	200		Sports Naked	25,000 km	Used
924	 Honda Dio BS6	2024	Rs. 	210000.0	110		Scooter	10,000 km	Used
925	 TVS Zest	2022	Rs. 	210000.0	110		Scooter	21,000 km	
926	 Aprilia SR 150	2020	Rs. 	210000.0	150		Scooter	33,000 km	Used
927	 TVS Raider 125	2023	Rs. 	210000.0	125		Commuter	15,000 km	Used
928	 Bajaj Pulsar 125	2022	Rs. 	210000.0	125		Sports Naked	23,000 km	Like new
929	 Bajaj Dominar 400	2017	Rs. 	210000.0	400		Sports	43,800 km	Used
930	 Hero XPulse 200	2020	Rs. 	210000.0	199		Dirt	26,000 km	Used
931	 Bajaj Pulsar 220F	2020	Rs. 	210000.0	220		Sports	22,980 km	Brand new
932	 Bajaj Pulsar NS 160	2021	Rs. 	210000.0	160		Sports Naked	22,000 km	Used
933	 TVS Apache RTR 200 4V	2020	Rs. 	210000.0	198		Sports	35,000 km	Used
934	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	210000.0	200		Sports Naked	8,000 km	Used
935	 Yamaha FZS V3	2019	Rs. 	210000.0	149		Sports Naked	46,000 km	Used
936	 TVS Raider 125	2023	Rs. 	210000.0	125		Commuter	13,000 km	Used
937	 TVS Apache RTR 160 4V Refresh	2021	Rs. 	210000.0	160		Sports	22,000 km	Like new
938	 TVS Apache RTR 160 2V	2022	Rs. 	210000.0	160		Sports	19,000 km	Used
939	 Bajaj Pulsar 220F	2020	Rs. 	210000.0	220		Sports	25,000 km	Used
940	 Aprilia Storm 125	2022	Rs. 	210000.0	125		Scooter	5,000 km	Like new
941	 Bajaj NS 200 FI ABS	2021	Rs. 	210000.0	200		Sports Naked	28,000 km	Used
942	 TVS Raider 125	2023	Rs. 	210000.0	125		Commuter	3,200 km	Like new
943	 TVS Ntorq 125 Drum	2023	Rs. 	210000.0	125		Scooter	0 km	Brand new
944	 Yamaha FZ V2	2021	Rs. 	210000.0	149		Sports Naked	13,000 km	Used
945	 Honda Grazia BS4	2021	Rs. 	210000.0	124		Scooter	20,000 km	Used
946	 Bajaj Pulsar 220F	2015	Rs. 	210000.0	220		Sports	22,000 km	
947	 Honda XR 125	2014	Rs. 	210000.0	124		Dirt	35,000 km	Used
948	 TVS Apache RTR 160 4V	2022	Rs. 	210000.0	160		Sports	21,000 km	Used
949	 Bajaj Pulsar NS 200	2021	Rs. 	210000.0	200		Sports Naked	25,000 km	Used
950	 Yamaha Ray ZR 125 FI	2021	Rs. 	211000.0	125		Scooter	12,450 km	Used
951	 Hero XPulse 200	2020	Rs. 	212000.0	199		Dirt	12,000 km	Used
952	 Bajaj Pulsar NS 160	2022	Rs. 	212000.0	160		Sports Naked	21,000 km	Used
953	 Hero Super Splendor	2021	Rs. 	213000.0	125		Commuter	1,100 km	Used
954	 Bajaj Pulsar 150TD	2022	Rs. 	215000.0	150		Commuter	16,600 km	Used
955	 TARO Imola 150	2022	Rs. 	215000.0	150		Sports	5,560 km	Used
956	 Bajaj Pulsar NS 200	2021	Rs. 	215000.0	200		Sports Naked	24,000 km	Used
957	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	215000.0	200		Sports Naked	18,000 km	Used
958	 TVS Apache RTR 200 4V	2020	Rs. 	215000.0	198		Sports	27,500 km	Used
959	 Aprilia SR 150	2021	Rs. 	215000.0	150		Scooter	21,000 km	Used
960	 Bajaj Pulsar 220F	2020	Rs. 	215999.0	220		Sports	22,000 km	Used
961	 Honda CB Hornet 160R	2019	Rs. 	218000.0	163		Sports Naked	0 km	Used
962	 Suzuki Hayate EP	2022	Rs. 	219900.0	113		Commuter	0 km	Used
963	 Yamaha Ray Z 113	2023	Rs. 	219900.0	113		Scooter	0 km	Brand new
964	 TVS Apache RTR 200 4V	2021	Rs. 	220000.0	198		Sports	24,000 km	Brand new
965	 TVS Raider 125	2023	Rs. 	220000.0	125		Commuter	3,840 km	Used
966	 CFMoto 250NK	2018	Rs. 	220000.0	250		Sports Naked	31,000 km	Like new
967	 Hero XPulse 200	2017	Rs. 	220000.0	199		Dirt	25,000 km	
968	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	220000.0	200		Sports Naked	18,000 km	Used
969	 Bajaj Pulsar NS 125	2023	Rs. 	220000.0	125		Sports Naked	10,000 km	Used
970	 Hero XPulse 200	2021	Rs. 	220000.0	199		Dirt	21,000 km	Like new
971	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	220000.0	200		Sports Naked	21,000 km	Used
972	 Hero XPulse 200	2020	Rs. 	220000.0	199		Dirt	25,000 km	Like new
973	 KTM Duke 200	2015	Rs. 	220000.0	200		Sports Naked	47,000 km	Used
974	 Yamaha FZ 25	2018	Rs. 	220000.0	249		Sports Naked	40,000 km	Used
975	 Royal Enfield Classic 350	2012	Rs. 	220000.0	346		Cruiser	12,300 km	Used
976	 Hero XPulse 200	2020	Rs. 	220000.0	199		Dirt	44,000 km	Used
977	 TVS Apache RTR 200 4V	2018	Rs. 	220000.0	198		Sports	20,000 km	Like new
978	 TVS Raider 125	2023	Rs. 	220000.0	125		Commuter	9,000 km	Used
979	 Yamaha FZ 25	2019	Rs. 	220000.0	249		Sports Naked	15,000 km	Like new
980	 Hero XPulse 200	2021	Rs. 	220000.0	199		Dirt	15,850 km	Used
981	 Yamaha Ray ZR Street Rally 125 FI	2024	Rs. 	220000.0	125		Scooter	8,740 km	Used
982	 TVS Apache RTR 200 4V	2021	Rs. 	220000.0	198		Sports	20,000 km	Like new
983	 Bajaj NS 200 FI ABS	2021	Rs. 	220000.0	200		Sports Naked	17,700 km	Used
984	 TVS Raider 125	2022	Rs. 	220000.0	125		Commuter	1,500 km	Used
985	 Hero XPulse 200	2017	Rs. 	220000.0	199		Dirt	25,000 km	Used
986	 Yamaha FZS V3	2020	Rs. 	220000.0	149		Sports Naked	20,000 km	Used
987	 Bajaj NS 200 FI ABS	2021	Rs. 	220000.0	200		Sports Naked	26,000 km	Used
988	 Bajaj Pulsar 220F	2020	Rs. 	220000.0	220		Sports	27,000 km	
989	 Yamaha FZS V3	2020	Rs. 	220000.0	149		Sports Naked	15,000 km	Used
990	 Yamaha FZ 25	2019	Rs. 	220000.0	249		Sports Naked	15,000 km	Used
991	 TVS Apache RTR 160 4V	2021	Rs. 	220000.0	160		Sports	22,600 km	Used
992	 TVS Raider 125	2024	Rs. 	220000.0	125		Commuter	3,600 km	Used
993	 Bajaj Pulsar NS 200	2022	Rs. 	220000.0	200		Sports Naked	11,000 km	Like new
994	 Yamaha FZS V2	2019	Rs. 	220000.0	149		Sports Naked	35,000 km	Brand new
995	 Bajaj Pulsar NS 125	2022	Rs. 	220000.0	125		Sports Naked	20,000 km	Used
996	 TVS Raider 125	2024	Rs. 	220000.0	125		Commuter	3,600 km	Used
997	 CFMoto 250NK	2018	Rs. 	220000.0	250		Sports Naked	25,500 km	Like new
998	 KTM Duke 200	2012	Rs. 	220000.0	200		Sports Naked	19,000 km	Used
999	 Yamaha FZS V3	2021	Rs. 	220000.0	149		Sports Naked	15,000 km	Used
1000	 Yamaha R15 V3	2019	Rs. 	222000.0	155		Sports	27,000 km	Used
1001	 Aprilia SR 150	2021	Rs. 	222222.0	150		Scooter	10,085 km	Used
1002	 Bajaj Pulsar NS 200 ABS	2019	Rs. 	225000.0	200		Sports Naked	18,000 km	Used
1003	 Yamaha FZ V2	2021	Rs. 	225000.0	149		Sports Naked	0 km	Used
1004	 Bajaj NS 200 FI ABS	2021	Rs. 	225000.0	200		Sports Naked	15,000 km	Used
1005	 Bajaj NS 200 FI ABS	2020	Rs. 	225000.0	200		Sports Naked	12,000 km	Used
1006	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	225000.0	200		Sports Naked	12,000 km	Like new
1007	 TVS Apache RTR 200 4V	2021	Rs. 	225000.0	198		Sports	29,000 km	Used
1008	 Bajaj Pulsar 220F	2018	Rs. 	225000.0	220		Sports	33,000 km	Used
1009	 TVS Apache RTR 160 4V	2022	Rs. 	225000.0	160		Sports	13,000 km	
1010	 TVS Ntorq 125 Race Edition FI BSVI	2022	Rs. 	225000.0	125		Scooter	20,000 km	Brand new
1011	 TVS Apache RTR 160 4V	2022	Rs. 	225000.0	160		Sports	7,500 km	Like new
1012	 CFMoto 250NK	2018	Rs. 	225000.0	250		Sports Naked	36,000 km	Used
1013	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	225000.0	200		Sports Naked	23,000 km	Used
1014	 Honda Aviator	2022	Rs. 	225000.0	110		Scooter	16,000 km	Used
1015	 Yamaha FZ V2	2021	Rs. 	225000.0	149		Sports Naked	23,000 km	Used
1016	 Bajaj NS 200 FI ABS	2020	Rs. 	225000.0	200		Sports Naked	19,755 km	Used
1017	 Yamaha FZS V3	2020	Rs. 	225000.0	149		Sports Naked	15,000 km	Like new
1018	 Hero Maestro Edge	2023	Rs. 	225500.0	111		Scooter	0 km	Used
1019	 Bajaj Pulsar 150	2022	Rs. 	227000.0	150		Sports Naked	6,100 km	Brand new
1020	 Yamaha R15 V3	2019	Rs. 	229000.0	155		Sports	19,000 km	Used
1021	 TVS Apache RTR 160 4V	2021	Rs. 	230000.0	160		Sports	20,000 km	Used
1022	 Yamaha FZS V3	2021	Rs. 	230000.0	149		Sports Naked	16,000 km	Like new
1023	 Yamaha FZ V2	2021	Rs. 	230000.0	149		Sports Naked	16,000 km	Used
1024	 CFMoto 250NK	2018	Rs. 	230000.0	250		Sports Naked	42,000 km	Used
1025	 Bajaj Avenger 200	2021	Rs. 	230000.0	200		Cruiser	2,500 km	Used
1026	 Yamaha Ray ZR Street Rally 125 FI	2021	Rs. 	230000.0	125		Scooter	3,400 km	Used
1027	 Yamaha FZS V3	2021	Rs. 	230000.0	149		Sports Naked	6,500 km	Used
1028	 Bajaj Pulsar NS 200 ABS	2020	Rs. 	230000.0	200		Sports Naked	23,000 km	Used
1029	 TVS Apache RTR 160 4V	2021	Rs. 	230000.0	160		Sports	16,500 km	Like new
1030	 TVS Ntorq 125 Race Edition FI BSVI	2023	Rs. 	230000.0	125		Scooter	11,000 km	
1031	 TAILG Lion	2022	Rs. 	230000.0		800	Scooter	15,000 km	Used
1032	 Yamaha FZ V2	2021	Rs. 	230000.0	149		Sports Naked	14,000 km	Like new
1033	 Bajaj Pulsar NS 160	2022	Rs. 	230000.0	160		Sports Naked	17,000 km	Brand new
1034	 Yamaha FZ V2	2021	Rs. 	230000.0	149		Sports Naked	14,000 km	Like new
1035	 CFMoto 250NK	2018	Rs. 	230000.0	250		Sports Naked	4,800 km	Brand new
1036	 Yamaha FZ V2	2021	Rs. 	230000.0	149		Sports Naked	40,000 km	Like new
1037	 KTM Duke 200	2014	Rs. 	230000.0	200		Sports Naked	38,000 km	Used
1038	 Yamaha R15 V3	2018	Rs. 	230000.0	155		Sports	0 km	Used
1039	 Hero XPulse 200	2020	Rs. 	230000.0	199		Dirt	27,054 km	Used
1040	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	230000.0	200		Sports Naked	28,100 km	Used
1041	 CFMoto 250NK	2019	Rs. 	230000.0	250		Sports Naked	13,555 km	Used
1042	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2022	Rs. 	230000.0	200		Sports Naked	29,426 km	Used
1043	 Yamaha R15 V3	2020	Rs. 	230000.0	155		Sports	25,000 km	Used
1044	 Bajaj Pulsar 150TD	2022	Rs. 	230000.0	150		Commuter	45 km	Used
1045	 Motorhead Scrambler 250	2021	Rs. 	230000.0	250		Scrambler	20,000 km	Used
1046	 Yamaha FZ V2	2021	Rs. 	230000.0	149		Sports Naked	10,300 km	Used
1047	 Hero Super Splendor	2023	Rs. 	231000.0	125		Commuter	0 km	Used
1048	 Honda Dio	2023	Rs. 	231900.0	110		Scooter	0 km	Brand new
1049	 Yamaha R15 V3	2019	Rs. 	232000.0	155		Sports	28,000 km	Brand new
1050	 Bajaj Pulsar NS 200	2021	Rs. 	232000.0	200		Sports Naked	15,000 km	Used
1051	 Hero Super Splendor	2024	Rs. 	232900.0	125		Commuter	77 km	
1052	 Yamaha FZS V3	2021	Rs. 	234998.0	149		Sports Naked	27,500 km	Like new
1053	 Bajaj Pulsar 220F	2021	Rs. 	235000.0	220		Sports	22,000 km	Used
1054	 Bajaj Pulsar 220F	2022	Rs. 	235000.0	220		Sports	9,430 km	Used
1055	 Bajaj Pulsar NS 200 ABS	2019	Rs. 	235000.0	200		Sports Naked	25,000 km	Used
1056	 Bajaj Pulsar 150	2018	Rs. 	235000.0	150		Sports Naked	20,000 km	Used
1057	 Bajaj NS 200 FI ABS	2020	Rs. 	235000.0	200		Sports Naked	15,000 km	Used
1058	 ItalicaMoto Formula 150	2022	Rs. 	235000.0	150		Scooter	6,681 km	Used
1059	 Yamaha FZS V2	2021	Rs. 	235000.0	149		Sports Naked	37,000 km	Like new
1060	 Bajaj Pulsar 150	2025	Rs. 	235000.0	150		Sports Naked	15,000 km	Like new
1061	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	235000.0	200		Sports Naked	15,000 km	Used
1062	 Bajaj Pulsar 220F	2021	Rs. 	235000.0	220		Sports	19,000 km	Used
1063	 Honda Activa	2023	Rs. 	235900.0	110		Scooter	0 km	Used
1064	 TVS Ntorq 125 Drum	2023	Rs. 	235900.0	125		Scooter	0 km	Brand new
1065	 Bajaj Discover 125	2023	Rs. 	238900.0	125		Commuter	0 km	Brand new
1066	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	239000.0	200		Sports Naked	26,800 km	Brand new
1067	 TVS Apache RTR 160 4V Refresh	2021	Rs. 	240000.0	160		Sports	22,000 km	Brand new
1068	 Hero XPulse 200	2020	Rs. 	240000.0	199		Dirt	40,000 km	Used
1069	 TVS Apache RTR 200 4V	2022	Rs. 	240000.0	198		Sports	19,000 km	Used
1070	 Suzuki Avenis 125	2022	Rs. 	240000.0	124		Scooter	6,500 km	Used
1071	 Crossfire GR7 250	2019	Rs. 	240000.0	250		Dirt	17,999 km	Like new
1072	 Bajaj Pulsar 150	2023	Rs. 	240000.0	150		Sports Naked	4,800 km	
1073	 Yamaha FZS V3	2022	Rs. 	240000.0	149		Sports Naked	26,500 km	Like new
1074	 TVS Ntorq 125 Race XP	2023	Rs. 	240000.0	125		Scooter	14,000 km	Used
1075	 Bajaj Pulsar NS 200 BS6 - Dual ABS	2020	Rs. 	240000.0	200		Sports Naked	17,000 km	Used
1076	 Bajaj NS 200 FI ABS	2021	Rs. 	240000.0	200		Sports Naked	21,000 km	Used
1077	 TVS Ntorq 125 Race XP	2022	Rs. 	240000.0	125		Scooter	8,000 km	Used
1078	 KTM Duke 200	2015	Rs. 	240000.0	200		Sports Naked	30,000 km	Used
1079	 Bajaj Pulsar 220F	2021	Rs. 	240000.0	220		Sports	20,000 km	Used
1080	 Crossfire GR7 250	2019	Rs. 	240000.0	250		Dirt	39,000 km	Used
1081	 Crossfire GR7 250	2019	Rs. 	240000.0	250		Dirt	38,000 km	Used
1082	 Yamaha FZ V2	2021	Rs. 	240000.0	149		Sports Naked	26,000 km	Used
1083	 Honda CB Shine	2022	Rs. 	240000.0	124		Commuter	6,142 km	Used
1084	 TVS Apache RTR 200 4V	2021	Rs. 	240000.0	198		Sports	16,000 km	Used
1085	 Aprilia SR 150	2021	Rs. 	240000.0	150		Scooter	1,600 km	Used
1086	 KTM RC 200	2017	Rs. 	240000.0	200		Sports	30,000 km	Used
1087	 Bajaj Pulsar 150	2021	Rs. 	240000.0	150		Sports Naked	22,133 km	Used
1088	 TVS Ntorq 125 Disc	2021	Rs. 	245000.0	125		Scooter	18,825 km	Used
1089	 Suzuki Gixxer 250	2019	Rs. 	245000.0	249		Sports	16,000 km	Used
1090	 Hero XPulse 200	2021	Rs. 	245000.0	199		Dirt	35,000 km	Like new
1091	 Bajaj Pulsar 220F	2021	Rs. 	245000.0	220		Sports	16,422 km	Like new
1092	 Yamaha R15 V3	2019	Rs. 	245000.0	155		Sports	44,000 km	Used
1093	 Hero XPulse 200	2021	Rs. 	245000.0	199		Dirt	23,500 km	
1094	 Yamaha Ray ZR Street Rally 125 FI	2023	Rs. 	245000.0	125		Scooter	11,000 km	Like new
1095	 Bajaj Pulsar 150	2022	Rs. 	245000.0	150		Sports Naked	9,082 km	Like new
1096	 Bajaj Pulsar 150	2023	Rs. 	245000.0	150		Sports Naked	19,000 km	Used
1097	 Vespa Elegante	2022	Rs. 	245000.0	150		Scooter	6,509 km	Used
1098	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	245000.0	200		Sports Naked	10,000 km	Used
1099	 Crossfire XZ 250R	2016	Rs. 	245000.0	250		Dirt	32,000 km	Used
1100	 Bajaj Pulsar NS 200	2022	Rs. 	245000.0	200		Sports Naked	5,000 km	Used
1101	 Yamaha R15 V3	2019	Rs. 	247000.0	155		Sports	22,000 km	Used
1102	 Bajaj Pulsar 220F	2021	Rs. 	248000.0	220		Sports	0 km	Used
1103	 Yamaha FZS V3	2021	Rs. 	249000.0	149		Sports Naked	18,000 km	Used
1104	 KTM Duke 390	2013	Rs. 	250000.0	373		Sports Naked	35,000 km	Used
1105	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	250000.0	200		Sports Naked	15,000 km	Used
1106	 Bajaj Pulsar 150	2021	Rs. 	250000.0	150		Sports Naked	21,000 km	Like new
1107	 Suzuki Gixxer 150	2022	Rs. 	250000.0	155		Sports	17,000 km	Used
1108	 Bajaj NS 200 FI ABS	2021	Rs. 	250000.0	200		Sports Naked	23,000 km	Used
1109	 Bajaj Pulsar 220F	2019	Rs. 	250000.0	220		Sports	25,000 km	Used
1110	 Yamaha Ray ZR 125 Fi Hybrid	2023	Rs. 	250000.0	125		Scooter	8,000 km	Like new
1111	 TVS Apache RTR 200 4V	2021	Rs. 	250000.0	198		Sports	29,500 km	Like new
1112	 TVS Apache RTR 200 4V	2021	Rs. 	250000.0	198		Sports	10,000 km	Like new
1113	 TVS Apache RTR 160 4V	2024	Rs. 	250000.0	160		Sports	9,500 km	Used
1114	 TVS Apache RTR 200 4V	2022	Rs. 	250000.0	198		Sports	21,000 km	
1115	 TVS Ntorq 125 Race Edition FI BSVI	2022	Rs. 	250000.0	125		Scooter	12,000 km	Like new
1116	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	250000.0	200		Sports Naked	17,000 km	Used
1117	 Royal Enfield Bullet 350	2010	Rs. 	250000.0	346		Cruiser	20,000 km	Used
1118	 KTM Duke 200	2013	Rs. 	250000.0	200		Sports Naked	20,000 km	Like new
1119	 Bajaj NS 200 FI ABS	2021	Rs. 	250000.0	200		Sports Naked	17,150 km	Used
1120	 Yamaha FZS V3	2022	Rs. 	250000.0	149		Sports Naked	22,000 km	Like new
1121	 KTM Duke 200	2016	Rs. 	250000.0	200		Sports Naked	29,000 km	Like new
1122	 Asian Beast Hyper X	2016	Rs. 	250000.0	250		Commuter	22,000 km	Used
1123	 Yamaha R15 V3	2018	Rs. 	250000.0	155		Sports	23,000 km	Used
1124	 Suzuki Gixxer 150	2022	Rs. 	250000.0	155		Sports	18,000 km	Used
1125	 Yamaha Ray ZR 125 Fi Hybrid	2023	Rs. 	250000.0	125		Scooter	20,000 km	Used
1126	 Bajaj Dominar 400	2017	Rs. 	250000.0	400		Sports	27,523 km	Used
1127	 Yamaha Ray ZR Street Rally 125 FI	2023	Rs. 	250000.0	125		Scooter	16,027 km	Used
1128	 Bajaj Pulsar 220F	2021	Rs. 	250000.0	220		Sports	19,000 km	Like new
1129	 Bajaj Pulsar 220F	2023	Rs. 	250000.0	220		Sports	1,600 km	Used
1130	 Hero XPulse 200	2021	Rs. 	250000.0	199		Dirt	12,000 km	Used
1131	 Yamaha FZ V2	2022	Rs. 	250000.0	149		Sports Naked	16,000 km	Used
1132	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	250000.0	200		Sports Naked	19,000 km	Used
1133	 TVS Apache RTR 200 4V	2021	Rs. 	250000.0	198		Sports	10,500 km	Used
1134	 Yamaha R15 V3	2019	Rs. 	250000.0	155		Sports	22,000 km	Like new
1135	 TVS Apache RTR 160 4V Refresh	2022	Rs. 	250000.0	160		Sports	10,000 km	
1136	 Crossfire GR7 250	2019	Rs. 	250000.0	250		Dirt	10,000 km	Used
1137	 KTM Duke 200	2018	Rs. 	250000.0	200		Sports Naked	35,000 km	Used
1138	 Bajaj Avenger 220 Cruise	2020	Rs. 	250000.0	220		Cruiser	23,000 km	Used
1139	 Aprilia SR 150	2022	Rs. 	250000.0	150		Scooter	8,000 km	Used
1140	 Bajaj Pulsar 220F	2021	Rs. 	250000.0	220		Sports	19,000 km	Used
1141	 TVS Apache RTR 160 2V	2022	Rs. 	250000.0	160		Sports	10,800 km	Used
1142	 Yamaha Ray ZR 125 FI	2020	Rs. 	250000.0	125		Scooter	5,000 km	Used
1143	 Bajaj Avenger 180 Street	2010	Rs. 	250000.0	180		Cruiser	13,000 km	Used
1144	 Bajaj Pulsar NS 200 ABS	2022	Rs. 	250000.0	200		Sports Naked	2,000 km	Used
1145	 KTM Duke 200	2017	Rs. 	250000.0	200		Sports Naked	40,000 km	Like new
1146	 TARO Imola 150	2022	Rs. 	250000.0	150		Sports	10,000 km	Used
1147	 Bajaj NS 200 FI ABS	2021	Rs. 	250000.0	200		Sports Naked	22,000 km	Used
1148	 Hero XPulse 200	2020	Rs. 	250000.0	199		Dirt	20,000 km	Used
1149	 Bajaj NS 200 FI ABS	2020	Rs. 	250000.0	200		Sports Naked	17,000 km	Used
1150	 Yamaha MT-15	2019	Rs. 	250000.0	155		Sports Naked	46,000 km	Used
1151	 CFMoto 250NK	2019	Rs. 	250000.0	250		Sports Naked	23,000 km	Used
1152	 KTM RC 200	2017	Rs. 	252000.0	200		Sports	0 km	Used
1153	 Bajaj Pulsar 150	2023	Rs. 	255000.0	150		Sports Naked	3,700 km	Used
1154	 ItalicaMoto Formula 150	2023	Rs. 	255000.0	150		Scooter	5,300 km	Used
1155	 Hero XPulse 200	2021	Rs. 	255000.0	199		Dirt	16,700 km	Used
1156	 TVS Ntorq 125 Disc	2023	Rs. 	255000.0	125		Scooter	35,000 km	
1157	 Yamaha FZS V3	2021	Rs. 	255000.0	149		Sports Naked	15 km	Used
1158	 Benelli 180S	2022	Rs. 	255000.0	175		Sports Naked	8,000 km	Used
1159	 Bajaj Pulsar 150	2023	Rs. 	255000.0	150		Sports Naked	3,700 km	Used
1160	 Yamaha FZS V3	2021	Rs. 	255000.0	149		Sports Naked	24,000 km	Like new
1161	 Bajaj Pulsar 220F	2021	Rs. 	257000.0	220		Sports	10,000 km	Used
1162	 Honda Activa 125	2023	Rs. 	257900.0	124		Scooter	0 km	Used
1163	 CFMoto 250NK	2019	Rs. 	258000.0	250		Sports Naked	0 km	Brand new
1164	 Royal Enfield Classic 350	2013	Rs. 	259000.0	346		Cruiser	56,000 km	Used
1165	 Bajaj Pulsar 125	2023	Rs. 	259900.0	125		Sports Naked	0 km	Used
1166	 Bajaj Discover 125	2023	Rs. 	259900.0	125		Commuter	0 km	Brand new
1167	 Bajaj Pulsar 150	2023	Rs. 	260000.0	150		Sports Naked	10,000 km	Brand new
1168	 Bajaj Pulsar N160	2022	Rs. 	260000.0	160		Sports Naked	24,000 km	Like new
1169	 Yamaha FZS V3	2022	Rs. 	260000.0	149		Sports Naked	9,000 km	Used
1170	 Yamaha FZS V2	2021	Rs. 	260000.0	149		Sports Naked	17,000 km	Like new
1171	 Honda Dio	2024	Rs. 	260000.0	110		Scooter	977 km	Used
1172	 Hero XPulse 200	2022	Rs. 	260000.0	199		Dirt	3,300 km	Like new
1173	 Hero XPulse 200	2021	Rs. 	260000.0	199		Dirt	8,000 km	Like new
1174	 Bajaj Pulsar 220F	2020	Rs. 	260000.0	220		Sports	19,000 km	Like new
1175	 Bajaj Pulsar NS 160	2023	Rs. 	260000.0	160		Sports Naked	2,500 km	Like new
1176	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	260000.0	200		Sports Naked	16,844 km	Brand new
1177	 KTM Duke 200	2016	Rs. 	260000.0	200		Sports Naked	37,000 km	
1178	 Bajaj NS 200 FI ABS	2021	Rs. 	260000.0	200		Sports Naked	23,000 km	Used
1179	 Yamaha FZS V3	2022	Rs. 	260000.0	149		Sports Naked	26,000 km	Used
1180	 Hero XPulse 200	2021	Rs. 	260000.0	199		Dirt	43,354 km	Brand new
1181	 Bajaj Pulsar 220F	2021	Rs. 	260000.0	220		Sports	29,000 km	Like new
1182	 KTM Duke 200	2018	Rs. 	260000.0	200		Sports Naked	50,000 km	Used
1183	 Bajaj Pulsar 150	2022	Rs. 	260000.0	150		Sports Naked	3,000 km	Used
1184	 Bajaj Pulsar 220F	2022	Rs. 	260000.0	220		Sports	12,800 km	Used
1185	 Honda Dio BS6	2024	Rs. 	260000.0	110		Scooter	5,000 km	Used
1186	 TVS Apache RTR 160 2V	2023	Rs. 	260000.0	160		Sports	3,000 km	Like new
1187	 Yamaha FZS V3	2021	Rs. 	260000.0	149		Sports Naked	30,000 km	Used
1188	 Suzuki Gixxer 150	2020	Rs. 	260000.0	155		Sports	16,000 km	Used
1189	 TVS Raider 125	2024	Rs. 	263000.0	125		Commuter	16,000 km	Like new
1190	 Hero XPulse 200	2022	Rs. 	265000.0	199		Dirt	9,000 km	Like new
1191	 TVS Apache RTR 200 4V	2022	Rs. 	265000.0	198		Sports	18,500 km	Used
1192	 Bajaj Pulsar NS 160	2021	Rs. 	265000.0	160		Sports Naked	11,645 km	Used
1193	 Suzuki Gixxer SF 250	2019	Rs. 	265000.0	249		Sports	17,000 km	Used
1194	 Bajaj Pulsar NS 200	2022	Rs. 	265000.0	200		Sports Naked	33,202 km	Used
1195	 Hero XTreme 200R	2018	Rs. 	265000.0	199		Commuter	10,971 km	Used
1196	 Yamaha Ray ZR Street Rally 125 FI	2022	Rs. 	265000.0	125		Scooter	2,900 km	Like new
1197	 Suzuki Access 125	2021	Rs. 	265900.0	124		Scooter	0 km	Used
1198	 Honda CB Shine	2023	Rs. 	265900.0	124		Commuter	0 km	
1199	 TVS Raider 125	2023	Rs. 	266900.0	125		Commuter	0 km	Brand new
1200	 Hero Maestro Edge 125	2023	Rs. 	268000.0	125		Scooter	0 km	Brand new
1201	 Honda Grazia BS4	2023	Rs. 	268900.0	124		Scooter	0 km	Brand new
1202	 Honda Dio BS6	2023	Rs. 	269900.0	110		Scooter	0 km	Brand new
1203	 Bajaj Pulsar NS 200 ABS	2021	Rs. 	270000.0	200		Sports Naked	25,400 km	Brand new
1204	 TVS Ntorq 125 Race XP	2023	Rs. 	270000.0	125		Scooter	2,023 km	Like new
1205	 Bajaj Pulsar 220F	2023	Rs. 	270000.0	220		Sports	28,000 km	Used
1206	 Bajaj Pulsar NS 200	2018	Rs. 	270000.0	200		Sports Naked	999 km	Used
1207	 Bajaj NS 200 FI ABS	2022	Rs. 	270000.0	200		Sports Naked	14,500 km	Like new
1208	 Aprilia SXR 160	2020	Rs. 	270000.0	160		Scooter	13,700 km	Like new
